Ranking,University,Location,Year
801-1000,South Ural State University (National Research University),"Chelyabinsk, Russia",2019
801-1000,Southern Cross University,"Lismore, Australia",2019
801-1000,Tallinn University,"Tallinn, Estonia",2019
801-1000,Technical University of Kosice,"Košice, Slovakia",2019
801-1000,Tecnológico de Costa Rica -TEC,"Cartago, Costa Rica",2019
801-1000,Thapar Institute of Engineering & Technology,"Patiala, India",2019
801-1000,Robert Gordon University,"Aberdeen, United Kingdom",2019
801-1000,Tokai University,"Hiratsuka City, Japan",2019
801-1000,Universidad Austral de Chile,"Valdivia, Chile",2019
801-1000,Universidad Autónoma de Nuevo León,"San Nicolás de los Garza, Mexico",2019
801-1000,Universidad Autónoma del Estado de México (UAEMex),"Toluca de Lerdo, Mexico",2019
801-1000,Universidad Católica Andres Bello,"Guayana City, Venezuela",2019
801-1000,Universidad de Castilla-La Mancha,"Ciudad Real, Spain",2019
801-1000,Universidad de la República (Udelar),"Montevideo, Uruguay",2019
801-1000,Universidad de La Sabana,"Bogotá, Colombia",2019
801-1000,Universidad de Los Andes - (ULA) Mérida,"Merida, Venezuela",2019
801-1000,Universidad de Monterrey (UDEM),"San Pedro Garza García, Mexico",2019
801-1000,University of Murcia,"Murcia, Spain",2019
801-1000,Universidad de Oviedo,"Oviedo, Spain",2019
801-1000,Universidad de Puerto Rico,"San Juan, Puerto Rico",2019
801-1000,Universidad de Talca,"Talca, Chile",2019
801-1000,Universidad de Valparaíso (UV),"Valparaíso, Chile",2019
801-1000,Universidad del Norte,"Barranquilla, Colombia",2019
801-1000,Universidad del Rosario,"Bogotá, Colombia",2019
801-1000,Universidad del Valle,"Cali, Colombia",2019
801-1000,Universidad Diego Portales (UDP),"Santiago, Chile",2019
801-1000,Universidad EAFIT,"Medellin, Colombia",2019
801-1000,Universidad Industrial de Santander - UIS,"Bucaramanga, Colombia",2019
801-1000,"ULACIT - Universidad Latinoamericana de Ciencia y Tecnología, Costa Rica","San José, Costa Rica",2019
801-1000,Universidad Metropolitana,"Caracas, Venezuela",2019
801-1000,Universidad Nacional de Córdoba - UNC,"Córdoba, Argentina",2019
801-1000,Universidad Nacional de Cuyo,"Mendoza, Argentina",2019
801-1000,Universidad Nacional de Mar del Plata,"Mar del Plata, Argentina",2019
801-1000,Universidad Nacional de Rosario (UNR),"Rosario, Argentina",2019
801-1000,Universidad Nacional del Litoral,"Santa Fe, Argentina",2019
801-1000,Universidad Nacional Mayor de San Marcos,"Lima, Peru",2019
801-1000,Universidad Peruana Cayetano Heredia (UPCH),"San Martin, Peru",2019
801-1000,Universidad Rey Juan Carlos,"Madrid, Spain",2019
801-1000,Universidad Simón Bolívar (USB),"Caracas, Venezuela",2019
801-1000,Universidad Técnica Federico Santa María (USM),"Valparaíso, Chile",2019
801-1000,Universidad Tecnológica de Panamá (UTP),"Panama City, Panama",2019
801-1000,Universidad Tecnológica Nacional (UTN),"Buenos Aires, Argentina",2019
801-1000,Universidade da Coruña,"A Coruña, Spain",2019
801-1000,Universidade de Vigo,Spain,2019
801-1000,Universidade do Estado do Rio de Janeiro (UERJ),"Rio de Janeiro, Brazil",2019
801-1000,Universidade Estadual de Londrina,"Londrina, Brazil",2019
801-1000,Universidade Federal da Bahia,"Salvador, Brazil",2019
801-1000,Universidade Federal de Santa Maria,"Frederico Westphalen, Brazil",2019
801-1000,Universidade Federal de Viçosa (UFV),"Viçosa, Brazil",2019
801-1000,Universidade Federal do Ceará (UFC),"Fortaleza, Brazil",2019
801-1000,Universidade Federal do Paraná - UFPR,"Curitiba, Brazil",2019
801-1000,Universidade Federal de Pernambuco (UFPE),"Recife, Brazil",2019
801-1000,Universidade Federal Fluminense,"Rio de Janeiro, Brazil",2019
801-1000,Catania University,"Catania, Italy",2019
801-1000,University of Modena and Reggio Emilia,"Modena, Italy",2019
801-1000,Università degli studi Roma Tre,"Rome, Italy",2019
801-1000,University of Palermo,"Palermo, Italy",2019
801-1000,Université de Caen Normandie,"Caen, France",2019
801-1000,Université de Cergy-Pontoise,"Cergy, France",2019
801-1000,Université de Nantes,"Nantes, France",2019
801-1000,Université de Poitiers,"Poitiers, France",2019
801-1000,Université Jean Moulin Lyon 3,"Lyon, France",2019
801-1000,Université Lumière Lyon 2,"Lyon, France",2019
801-1000,Université Paris-Nanterre,"Paris, France",2019
801-1000,Paul Valéry University Montpellier,"Montpellier, France",2019
801-1000,Université Toulouse 1 Capitole,"Toulouse, France",2019
801-1000,University of Babylon,"Hillah, Iraq",2019
801-1000,University of Bahrain,"Zallaq, Bahrain",2019
801-1000,University of Bari,"Bari, Italy",2019
801-1000,University of Belgrade,"Belgrade, Serbia",2019
801-1000,Universitas Brawijaya,"Malang , Indonesia",2019
801-1000,University of Bucharest,"Bucharest, Romania",2019
801-1000,University of Calcutta,"Kolkata, India",2019
801-1000,University of Central Lancashire,"Preston, United Kingdom",2019
801-1000,University of Colombo,"Horana, Sri Lanka",2019
801-1000,University of Dhaka,"Dhaka, Bangladesh",2019
801-1000,University of Engineering & Technology (UET) Lahore,"Lahore, Pakistan",2019
801-1000,UNIVERSITY OF GDANSK,"Gdańsk, Poland",2019
801-1000,University of Latvia,"Riga, Latvia",2019
801-1000,University of Lodz,"Lodz, Poland",2019
801-1000,University of Maribor,"Maribor, Slovenia",2019
801-1000,University of Mississippi,"Oxford, United States",2019
801-1000,University of Montana Missoula,"Missoula , United States",2019
801-1000,University of Mumbai,"Mumbai, India",2019
801-1000,University of Nairobi,"Nairobi, Kenya",2019
801-1000,University of New England Australia,"Armidale, Australia",2019
801-1000,University of San Diego,"San Diego, United States",2019
801-1000,University of San Francisco,"San Francisco, United States",2019
801-1000,University of Santo Tomas,"Manila, Philippines",2019
801-1000,University of Silesia in Katowice,"Katowice, Poland",2019
801-1000,University of the Pacific,"Stockton, United States",2019
801-1000,University of the Punjab,"Lahore, Pakistan",2019
801-1000,University of the Sunshine Coast,"Sunshine Coast, Australia",2019
801-1000,University of the Western Cape,"Cape Town, South Africa",2019
801-1000,University of Wroclaw,"Wroclaw, Poland",2019
801-1000,University of Zagreb,"Zagreb, Croatia",2019
801-1000,University POLITEHNICA of Bucharest,"Bucharest, Romania",2019
801-1000,Université de Toulouse II-Le Mirail,"Toulouse, France",2019
801-1000,Utah State University,"Logan, United States",2019
801-1000,Vellore Institute of Technology (VIT),"Vellore, India",2019
801-1000,Verona University,"Verona, Italy",2019
801-1000,"Vietnam National University, Hanoi","Hanoi, Vietnam",2019
801-1000,Voronezh State University,"Voronezh , Russia",2019
801-1000,Vytautas Magnus University,"Kaunas, Lithuania",2019
801-1000,Universitatea de Vest din Timisoara /  West University of Timisoara,"Timișoara, Romania",2019
801-1000,Wroclaw University of Science and Technology (WRUST),"Wroclaw , Poland",2019
801-1000,Yeungnam University,"Gyeongsan, South Korea",2019
N/A,Baylor College of Medicine,"Houston, United States",2019
N/A,BI Norwegian Business School,"Oslo, Norway",2019
N/A,Central European University,"Vienna, Austria",2019
N/A,Copenhagen Business School,"Frederiksberg, Denmark",2019
N/A,Cranfield University,"Bedford, United Kingdom",2019
N/A,ESSEC Business School,"Cergy, France",2019
N/A,Institut polytechnique de Grenoble - Grenoble Institute of Technology,"Grenoble, France",2019
N/A,HEC Paris School of Management,"Paris, France",2019
N/A,INSEAD,"Fontainebleau, France",2019
N/A,Jawaharlal Nehru University,"New Delhi, India",2019
N/A,Karolinska Institutet,"Stockholm, Sweden",2019
N/A,King Abdullah University of Science & Technology (KAUST),"Thuwal, Saudi Arabia",2019
N/A,London Business School,"London, United Kingdom",2019
N/A,Stockholm School of Economics,Sweden,2019
N/A,Bocconi University,"Milan, Italy",2019
N/A,Université de Technologie de Compiègne (UTC),"Compiègne, France",2019
N/A,"University of California, San Francisco","San Francisco, United States",2019
N/A,Prague University of Economics and Business,"Prague, Czech Republic",2019
N/A,Weizmann Institute of Science,"Rehovot, Israel",2019
N/A,WHU - Otto Beisheim School of Management,"Vallendar, Germany",2019
1,Massachusetts Institute of Technology (MIT),"Cambridge, United States",2020
2,Stanford University,"Stanford, United States",2020
3,Harvard University,"Cambridge, United States",2020
4,University of Oxford,"Oxford, United Kingdom",2020
5,California Institute of Technology (Caltech),"Pasadena, United States",2020
6,ETH Zurich - Swiss Federal Institute of Technology,"Zürich, Switzerland",2020
7,University of Cambridge,"Cambridge, United Kingdom",2020
8,UCL,"London, United Kingdom",2020
9,Imperial College London,"London, United Kingdom",2020
10,University of Chicago,"Chicago, United States",2020
11,"Nanyang Technological University, Singapore (NTU)","Singapore, Singapore",2020
11,National University of Singapore (NUS),"Singapore, Singapore",2020
13,Princeton University,"Princeton, United States",2020
14,Cornell University,"Ithaca, United States",2020
15,University of Pennsylvania,"Philadelphia, United States",2020
16,Tsinghua University,"Beijing, China (Mainland)",2020
17,Yale University,"New Haven, United States",2020
18,Columbia University,"New York City, United States",2020
18,EPFL,"Lausanne, Switzerland",2020
20,The University of Edinburgh,"Edinburgh, United Kingdom",2020
21,University of Michigan-Ann Arbor,"Ann Arbor, United States",2020
22,Peking University,"Beijing, China (Mainland)",2020
22,The University of Tokyo,"Tokyo, Japan",2020
24,Johns Hopkins University,"Baltimore, United States",2020
25,Duke University,"Durham, United States",2020
25,The University of Hong Kong,"Hong Kong, Hong Kong SAR",2020
27,The University of Manchester,"Manchester, United Kingdom",2020
28,"University of California, Berkeley (UCB)","Berkeley, United States",2020
29,The Australian National University,"Canberra, Australia",2020
29,University of Toronto,"Toronto, Canada",2020
31,Northwestern University,"Evanston, United States",2020
32,The Hong Kong University of Science and Technology,"Hong Kong, Hong Kong SAR",2020
33,King's College London,"London, United Kingdom",2020
33,Kyoto University,"Kyoto, Japan",2020
35,McGill University,"Montreal, Canada",2020
35,"University of California, Los Angeles (UCLA)","Los Angeles, United States",2020
37,Seoul National University,"Seoul, South Korea",2020
38,The University of Melbourne,"Parkville, Australia",2020
39,New York University (NYU),"New York City, United States",2020
40,Fudan University,"Shanghai, China (Mainland)",2020
41,KAIST - Korea Advanced Institute of Science & Technology,"Daejeon, South Korea",2020
42,The University of Sydney,"Sydney, Australia",2020
43,The University of New South Wales (UNSW Sydney),"Sydney, Australia",2020
44,The London School of Economics and Political Science (LSE),"London, United Kingdom",2020
45,"University of California, San Diego (UCSD)","San Diego, United States",2020
46,The Chinese University of Hong Kong (CUHK),"Hong Kong, Hong Kong SAR",2020
47,The University of Queensland,"Brisbane, Australia",2020
48,Carnegie Mellon University,"Pittsburgh, United States",2020
49,University of Bristol,"Bristol, United Kingdom",2020
50,Delft University of Technology,"Delft, Netherlands",2020
51,University of British Columbia,"Vancouver, Canada",2020
52,City University of Hong Kong,"Hong Kong, Hong Kong SAR",2020
53,Université PSL,France,2020
54,Zhejiang University,"Hangzhou, China (Mainland)",2020
55,Technical University of Munich,"Munich, Germany",2020
56,University of Wisconsin-Madison,"Madison, United States",2020
57,Brown University,"Providence, United States",2020
58,Monash University,"Melbourne, Australia",2020
58,Tokyo Institute of Technology (Tokyo Tech),"Tokyo, Japan",2020
60,Ecole Polytechnique,"Palaiseau, France",2020
60,Shanghai Jiao Tong University,"Shanghai, China (Mainland)",2020
62,The University of Warwick,"Coventry, United Kingdom",2020
63,Ludwig-Maximilians-Universität München,"Munich, Germany",2020
64,University of Amsterdam,"Amsterdam, Netherlands",2020
65,University of Texas at Austin,"Austin, United States",2020
66,Ruprecht-Karls-Universität Heidelberg,"Heidelberg, Germany",2020
67,University of Glasgow,"Glasgow, United Kingdom",2020
68,University of Washington,"Seattle, United States",2020
69,National Taiwan University (NTU),"Taipei City, Taiwan",2020
70,Universiti Malaya (UM),"Kuala Lumpur, Malaysia",2020
71,Osaka University,"Osaka City, Japan",2020
72,Georgia Institute of Technology,"Atlanta, United States",2020
74,Universidad de Buenos Aires (UBA),"Buenos Aires, Argentina",2020
75,University of Illinois at Urbana-Champaign,"Champaign, United States",2020
76,University of Zurich,"Zürich, Switzerland",2020
77,Sorbonne University,France,2020
78,Durham University,"Durham, United Kingdom",2020
78,The University of Sheffield,"Sheffield, United Kingdom",2020
80,KU Leuven,"Leuven, Belgium",2020
81,University of Copenhagen,"Copenhagen, Denmark",2020
81,University of Birmingham,"Birmingham, United Kingdom",2020
82,Tohoku University,"Sendai City, Japan",2020
83,Korea University,"Seoul, South Korea",2020
83,The University of Auckland,"Auckland, New Zealand",2020
84,Lomonosov Moscow State University,"Moscow, Russia",2020
85,Rice University,"Houston, United States",2020
86,The University of Western Australia,"Perth, Australia",2020
87,Pohang University of Science And Technology (POSTECH),"Pohang , South Korea",2020
89,University of Science and Technology of China,"Hefei, China (Mainland)",2020
90,"University of North Carolina, Chapel Hill","Chapel Hill, United States",2020
91,The Hong Kong Polytechnic University,"Hong Kong, Hong Kong SAR",2020
92,Lund University,"Lund, Sweden",2020
93,Pennsylvania State University,"University Park, United States",2020
93,University of Leeds,"Leeds, United Kingdom",2020
